Project_ID,CO2_Reduction,Energy_Output,Environmental_Risk_Index,Konteks_Lingkungan,Peringkat_Dampak,Investment_Cost,Revenue_Stream,Debt_Ratio,Payment_Delay,Konteks_Proyek,Status_Rank,GDP_Growth,Interest_Rate,Bond_Yield,Konteks_Ekonomi,Daya_Tarik_Investasi
PLTS-MALUKU-505,78250,23483,32,Lake Brentton: cuaca stabil,Medium: ★★★☆☆,188.31,11.15,0.79,12,"PLTS di Port Elizabethfort, akses mudah",Low: ★★★★★☆,3.5,3.7,4.8,Port Jennaburgh: pariwisata berkembang,High: 💵💵💵💵💵
PLTS-KALSEL-506,83764,24497,34,North Douglas: risiko sedang,Medium: ★★☆☆☆,170.53,12.85,0.74,35,"PLTS di Nicolefurt, permintaan pasar tinggi",Medium: ★★★,5.7,4.4,5.1,Port Saramouth: ekonomi agro,Medium: 💵💵💵
PLTM-SUMUT-507,34444,11098,44,"Tapanuli: banjir musiman, debit air stabil",High: ★★★★☆,168.01,11.63,0.67,38,"PLTM di Shellymouth, biaya logistik tinggi",High: ★★★★★☆☆☆,4.1,4.9,5.6,North Stephen: pertumbuhan stabil,Medium: 💵💵💵
PLTB-JATENG-508,52193,21167,36,West Anthonyfurt: radiasi matahari tinggi,Medium: ★★★☆☆,192.62,10.67,0.75,21,"PLTB di North Jenniferbury, tantangan lahan",Low: ★★★☆☆,5,3.7,4.6,New Kim: industri kuat,High: 💵💵💵💵💵
PLTS-PAPU-509,87133,22077,27,Cindyfurt: cuaca stabil,Medium: ★★☆☆☆,138.92,7.84,0.78,38,"PLTS di Jacksonfort, permintaan pasar tinggi",Medium: ★★★★★,4.5,4.4,5.5,New Angel: pertumbuhan stabil,High: 💵💵💵💵
PLTB-PAPU-510,40154,17976,56,Barbaraborough: debit air kuat,Low: ★☆☆☆☆,140.59,14.6,0.7,20,"PLTB di Gomezmouth, permintaan pasar tinggi",Low: ★★☆☆☆☆,5.7,3.8,4.5,East Arianamouth: industri kuat,Medium: 💵💵💵
PLTA-DIY-511,43864,18784,53,South Margaret: radiasi matahari tinggi,High: ★★★★☆,41.42,3.31,0.62,38,"PLTA di Port Christopherville, permintaan pasar tinggi",Low: ★★☆☆☆☆,4.8,4.6,5.7,Port Jessicaton: industri kuat,Low: 💵💵
PLTA-MALUKU-512,63101,17136,59,Robertbury: cuaca stabil,Medium: ★★★☆☆,231.75,24.62,0.49,41,"PLTA di Lake Michele, biaya logistik tinggi",High: ★★★★☆,4.8,3.8,4.9,West Jason: pariwisata berkembang,Medium: 💵💵💵
PLTB-DIY-513,56863,14644,46,Sarahland: cuaca stabil,High: ★★★★☆,49,5.33,0.55,10,"PLTB di South Sandra, akses mudah",High: ★★☆☆☆☆,5,3.8,5.1,Curtistown: ekonomi agro,High: 💵💵💵💵
PLTM-PAPU-514,15137,11950,53,Lake Karen: cuaca stabil,High: ★★★★☆,127.32,14.58,0.51,12,"PLTM di Jessicafort, akses mudah",High: ★★★☆☆,5.6,4.2,5.6,West Davidmouth: pertumbuhan stabil,High: 💵💵💵💵
PLTS-JATIM-515,64992,21335,45,South Nicole: cuaca stabil,Medium: ★★★☆☆,171.27,8.41,0.55,21,"PLTS di Micheleview, akses mudah",High: ★★★★★,5.3,4.4,5.2,Klineberg: ekonomi agro,High: 💵💵💵💵
PLTM-SULTRA-516,14600,13569,42,Carloshaven: debit air kuat,High: ★★★★☆,49.13,1.15,0.68,33,"PLTM di Port Karen, biaya logistik tinggi",Medium: ★★★☆,5.1,3.9,5.3,South Matthewport: pertumbuhan stabil,High: 💵💵💵💵
PLTB-JATIM-517,56373,24465,24,North Nancyville: cuaca stabil,Medium: ★★☆☆☆,148.27,7.07,0.58,18,"PLTB di Emmachester, biaya logistik tinggi",Medium: ★★★★★☆☆☆,4.8,4.3,5.3,Port Matthew: ekonomi agro,Medium: 💵💵💵
PLTS-NTB-518,84351,28517,56,Port Katrina: cuaca stabil,Medium: ★★★☆☆,134.24,8.21,0.62,50,"PLTS di Smithchester, biaya logistik tinggi",High: ★★★☆,4.4,4.7,5.6,Lake Ethanfort: pariwisata berkembang,High: 💵💵💵💵
PLTA-MALUKU-519,44344,16114,55,Potterview: radiasi matahari tinggi,Medium: ★★★☆☆,142.11,9.55,0.77,49,"PLTA di Lake Carmenmouth, permintaan pasar tinggi",Medium: ★★★★★☆,4.3,4,5.2,West Stephenborough: industri kuat,High: 💵💵💵💵
PLTM-KALTIM-520,23580,13440,44,Samuelfurt: risiko sedang,High: ★★★★☆,191.14,11.61,0.67,22,"PLTM di Moorehaven, biaya logistik tinggi",High: ★☆☆☆,5.9,4.4,5.5,Kylemouth: pertumbuhan stabil,Low: 💵💵
PLTB-MALUKU-521,47686,15694,67,Elizabethbury: debit air kuat,Low: ★☆☆☆☆,115.03,6.82,0.67,32,"PLTB di Port Brad, akses mudah",High: ★★★☆☆,4.4,3.5,4.1,South Jacob: pertumbuhan stabil,High: 💵💵💵💵
PLTA-JATIM-522,45170,17669,48,West Mariaborough: radiasi matahari tinggi,Medium: ★★★☆☆,197.57,17.89,0.58,30,"PLTA di Crystalbury, biaya logistik tinggi",Medium: ★★★★,4.8,4.3,5.7,Tranfort: pertumbuhan stabil,High: 💵💵💵💵
PLTS-MALUKU-523,76894,22654,25,East Micheleshire: risiko sedang,Medium: ★★☆☆☆,77.74,7.26,0.66,31,"PLTS di Thomasshire, tantangan lahan",High: ★★☆,5.5,3.9,5.3,Weaverton: pariwisata berkembang,High: 💵💵💵💵
PLTB-SULS-524,45158,21821,44,New Kenneth: radiasi matahari tinggi,Medium: ★★★☆☆,119.58,10.98,0.64,36,"PLTB di Aliciaborough, biaya logistik tinggi",High: ★★★,5.3,4,5,North Joshua: ekonomi agro,High: 💵💵💵💵
PLTS-SULTRA-525,110825,30921,42,Port Kylemouth: risiko sedang,Medium: ★★★☆☆,155.59,15.58,0.65,31,"PLTS di Marthatown, permintaan pasar tinggi",Medium: ★☆☆,5,3.8,4.8,Burnsstad: pertumbuhan stabil,High: 💵💵💵💵💵
PLTM-JATENG-526,12807,12631,50,Coryshire: debit air kuat,Medium: ★★☆☆☆,229.63,18.46,0.48,17,"PLTM di Shahville, permintaan pasar tinggi",Medium: ★★★★☆☆☆☆,5,3.5,4.6,Katelynstad: ekonomi agro,High: 💵💵💵💵
PLTM-KALTIM-527,37036,14873,47,East Linda: radiasi matahari tinggi,Medium: ★★★☆☆,151.7,7.99,0.67,29,"PLTM di North Alan, akses mudah",Medium: ★☆☆☆,5.4,4.2,5.2,New Jasmineshire: ekonomi agro,Medium: 💵💵💵
PLTB-JATIM-528,54147,24417,40,Lake Katherine: cuaca stabil,High: ★★★★☆,156.93,9.15,0.51,42,"PLTB di Markside, akses mudah",Medium: ★★★★★☆☆,5.1,4.6,5.5,Anthonyport: industri kuat,Medium: 💵💵💵
PLTM-BALI-529,33348,10779,49,Suareztown: cuaca stabil,High: ★★★★☆,164.75,8.25,0.73,43,"PLTM di New Danielle, akses mudah",Medium: ★★★★,4.5,4.4,5,Sonyatown: industri kuat,High: 💵💵💵💵
PLTS-KALB-530,85032,28359,38,South Zoeland: radiasi matahari tinggi,High: ★★★★★,100.28,8.52,0.48,53,"PLTS di South Elizabethberg, biaya logistik tinggi",Low: ★,4.8,4.5,5.7,Wrightbury: ekonomi agro,Medium: 💵💵💵
PLTS-SULU-531,75227,20125,41,Carrieview: radiasi matahari tinggi,High: ★★★★☆,150.97,5.07,0.68,23,"PLTS di East Marissa, permintaan pasar tinggi",Medium: ★★★★★☆☆,5,4.6,5.3,Nicholasmouth: industri kuat,Medium: 💵💵💵
PLTS-BANTEN-532,27349,26395,37,Matthewborough: radiasi matahari tinggi,Medium: ★★☆☆☆,65.47,3.96,0.88,27,"PLTS di South Erinmouth, biaya logistik tinggi",High: ★★★★★☆☆☆☆,4.8,4.4,5.2,Thompsonhaven: pertumbuhan stabil,High: 💵💵💵💵💵
PLTA-NTB-533,29096,17318,41,Tammyville: radiasi matahari tinggi,Medium: ★★☆☆☆,130.01,10.1,0.63,55,"PLTA di Shepardside, permintaan pasar tinggi",Medium: ★★★★★☆☆,4.9,3.4,4.5,Lake Natasha: industri kuat,Medium: 💵💵💵
PLTB-SULTRA-534,30506,9798,56,Sarahton: cuaca stabil,Medium: ★★☆☆☆,175.35,13.83,0.46,40,"PLTB di Potterbury, biaya logistik tinggi",Low: ★★★★☆,4.4,3.9,4.4,Ruthmouth: pertumbuhan stabil,Medium: 💵💵💵
PLTB-PAPU-535,42609,20609,66,New Laurafort: radiasi matahari tinggi,Medium: ★★★☆☆,129.03,12.27,0.41,22,"PLTB di North Erica, biaya logistik tinggi",Low: ★★★★☆☆☆☆,5.5,3.6,4.7,North Amyville: pariwisata berkembang,High: 💵💵💵💵
PLTA-BANTEN-536,47522,23281,31,New Heatherborough: debit air kuat,Medium: ★★★☆☆,181.38,13.5,0.58,24,"PLTA di Michaelton, akses mudah",Medium: ★★☆☆,4.9,3.6,4.6,South Rebekah: ekonomi agro,High: 💵💵💵💵💵
PLTB-BALI-537,49373,18964,46,East Cynthiahaven: debit air kuat,Low: ★☆☆☆☆,189.9,18.7,0.49,40,"PLTB di Port Jacqueline, biaya logistik tinggi",Low: ★★★☆☆,5.7,3.4,4.6,Adamsmouth: ekonomi agro,Medium: 💵💵💵
PLTM-MALUKU-538,39338,6266,55,New Edgarland: cuaca stabil,Medium: ★★★☆☆,126.58,8.21,0.74,55,"PLTM di North Lisaton, biaya logistik tinggi",Low: ★★★,4.5,3.6,4.6,Troytown: ekonomi agro,High: 💵💵💵💵
PLTB-BANTEN-539,56855,17433,62,Ellismouth: debit air kuat,Medium: ★★☆☆☆,176.55,6.43,0.55,25,"PLTB di West Brandonton, akses mudah",Medium: ★★,4.6,4.2,4.4,Jonesmouth: pariwisata berkembang,Medium: 💵💵💵
PLTB-DIY-540,75490,20124,47,West Todd: radiasi matahari tinggi,Medium: ★★★☆☆,209.08,26.53,0.69,25,"PLTB di Kevinmouth, akses mudah",High: ★★★★★☆,5.8,4.1,5.1,Thompsonbury: pertumbuhan stabil,High: 💵💵💵💵
PLTB-KALB-541,45242,14695,34,Higginsmouth: radiasi matahari tinggi,Medium: ★★★☆☆,82.47,6.47,0.43,38,"PLTB di Huntport, akses mudah",Low: ★★★★★☆☆☆☆,5.2,4,5,West Elizabethtown: ekonomi agro,High: 💵💵💵💵💵
PLTB-MALUKU-542,44778,30307,65,South Brandyborough: radiasi matahari tinggi,Medium: ★★★☆☆,87.77,7.43,0.54,52,"PLTB di Lake Matthew, biaya logistik tinggi",Low: ★★★★★☆☆☆☆,4.2,3.3,4.4,Robinborough: pertumbuhan stabil,Medium: 💵💵💵
PLTM-SULS-543,30230,14903,64,Aprilburgh: debit air kuat,Medium: ★★★☆☆,218.7,13.77,0.65,34,"PLTM di North Nicholasville, tantangan lahan",Medium: ★★★,5.5,3.8,4.6,New Vickie: industri kuat,Medium: 💵💵💵
PLTB-SULU-544,66095,18909,54,Jameschester: radiasi matahari tinggi,High: ★★★★★,108.9,6.06,0.54,47,"PLTB di Huntstad, biaya logistik tinggi",Medium: ★☆☆,4.9,3.5,4.5,South Amy: pariwisata berkembang,High: 💵💵💵💵💵
PLTS-SULTRA-545,49672,19399,41,North Brett: cuaca stabil,High: ★★★★☆,180.19,13,0.5,32,"PLTS di North Adamstad, biaya logistik tinggi",Low: ★★★★,4.2,3.8,5,Tammyfort: ekonomi agro,High: 💵💵💵💵💵
PLTA-JATENG-546,59282,16013,27,Port Michael: debit air kuat,Medium: ★★★☆☆,163.39,10.38,0.55,37,"PLTA di Port Emily, akses mudah",Low: ★★★★★☆,6.1,4.4,5.4,Welchshire: industri kuat,Medium: 💵💵💵
PLTB-JABAR-547,37280,18845,60,South Johnmouth: risiko sedang,Medium: ★★☆☆☆,131.22,14.04,0.73,52,"PLTB di Perezburgh, akses mudah",High: ★☆☆☆,6.3,4.2,5.4,Lake Nathanbury: industri kuat,Low: 💵💵
PLTB-KALTIM-548,64141,19789,37,New Jamie: risiko sedang,Low: ★☆☆☆☆,127.57,10.81,0.47,51,"PLTB di Lake Kiaramouth, tantangan lahan",High: ★★★★★☆,4.9,4.5,4.8,Port Jonathan: pariwisata berkembang,High: 💵💵💵💵💵
PLTM-MALUKU-549,45741,15367,50,Laurenshire: debit air kuat,Medium: ★★★☆☆,177.17,14.18,0.72,45,"PLTM di Kelleymouth, tantangan lahan",Low: ★★★★,5.8,3.3,4.5,South Jessicahaven: pariwisata berkembang,Medium: 💵💵💵
PLTB-NTT-550,47943,18331,34,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★☆,237.41,23.93,0.53,27,"PLTB di South Carmenville, tantangan lahan",Low: ★★★★★☆,3.9,3.8,4.9,West Danielshire: ekonomi agro,Low: 💵💵
PLTS-JABAR-551,78603,31265,42,Stonehaven: debit air kuat,High: ★★★★★,198.48,17.18,0.46,15,"PLTS di New Morgantown, akses mudah",Low: ★★★★★,4.8,4.5,5.5,Serranomouth: ekonomi agro,Medium: 💵💵💵
PLTM-JATIM-552,38521,11043,44,New James: debit air kuat,High: ★★★★☆,143.83,12.4,0.53,52,"PLTM di New Scott, biaya logistik tinggi",Medium: ★★★★★☆☆☆☆,4.8,3.5,4.8,Jerrystad: ekonomi agro,High: 💵💵💵💵
PLTB-KALTIM-553,47055,23811,67,Matthewburgh: debit air kuat,Medium: ★★★☆☆,145.95,8.73,0.39,31,"PLTB di New Eric, tantangan lahan",Medium: ★★★☆☆☆,3.8,3.3,4.7,North Matthewmouth: ekonomi agro,High: 💵💵💵💵💵
PLTA-SUMUT-554,51158,19558,11,"Tapanuli: banjir musiman, debit air stabil",Low: ★☆☆☆☆,90.1,8.81,0.63,40,"PLTA di Port Randallland, akses mudah",Medium: ★★★★★☆☆☆☆,4.9,4.3,5.8,Port Melissafort: pertumbuhan stabil,High: 💵💵💵💵
PLTB-SULU-555,47789,18277,47,Allisonborough: cuaca stabil,Medium: ★★☆☆☆,269.61,10.25,0.67,14,"PLTB di New Rebeccaberg, permintaan pasar tinggi",Medium: ★★★☆☆,4.9,4.3,5.1,Gilbertville: ekonomi agro,Low: 💵💵
PLTS-NTT-556,74265,28557,66,"Sumba: radiasi matahari tinggi, rawan kekeringan",High: ★★★★★,190.4,12,0.56,57,"PLTS di Lake John, akses mudah",Low: ★★★☆☆☆,4.6,3.1,4,West Alexandra: pariwisata berkembang,Medium: 💵💵💵
PLTM-KALTIM-557,40129,8177,65,Jonesstad: cuaca stabil,Medium: ★★★☆☆,174.39,11.39,0.59,15,"PLTM di Lake Danielberg, akses mudah",Medium: ★★★★☆☆☆,6.3,4.4,5.4,Port Todd: industri kuat,High: 💵💵💵💵💵
PLTM-BANTEN-558,33336,12229,49,New Robertville: risiko sedang,Medium: ★★★☆☆,44.76,5.41,0.62,32,"PLTM di Morganview, biaya logistik tinggi",Low: ★☆☆☆,5.3,4,4.8,Jorgetown: ekonomi agro,High: 💵💵💵💵
PLTB-BANTEN-559,48140,11602,79,Gibbsfort: debit air kuat,Medium: ★★★☆☆,88.27,5.24,0.56,57,"PLTB di South Stephanie, akses mudah",Medium: ★★★★☆☆,6,4,4.6,Gabriellamouth: pariwisata berkembang,High: 💵💵💵💵
PLTB-SULS-560,62543,20924,53,South Rachelmouth: cuaca stabil,Medium: ★★☆☆☆,185.79,23.76,0.82,38,"PLTB di Lloydshire, tantangan lahan",High: ★☆☆☆☆,4.5,4.8,5.9,Lake Debbie: ekonomi agro,High: 💵💵💵💵💵
PLTA-SULTRA-561,54990,11230,42,Smithberg: debit air kuat,High: ★★★★☆,109.36,10.56,0.71,51,"PLTA di East Tabitha, permintaan pasar tinggi",Low: ★★★,3.3,4,5.3,Lisaport: ekonomi agro,Medium: 💵💵💵
PLTB-JATENG-562,48133,20916,50,Sullivanmouth: risiko sedang,High: ★★★★☆,167.08,12.46,0.48,47,"PLTB di Kathrynshire, akses mudah",Low: ★★★,4.1,4.4,5.4,Chaneyhaven: ekonomi agro,High: 💵💵💵💵
PLTS-NTT-563,72922,22880,31,"Sumba: radiasi matahari tinggi, rawan kekeringan",Low: ★☆☆☆☆,202.35,14.83,0.47,16,"PLTS di Kruegerhaven, biaya logistik tinggi",High: ★★★☆☆,5.6,3.9,4.9,Port Sherrystad: pariwisata berkembang,Medium: 💵💵💵
PLTS-NTB-564,99113,24897,37,Kentmouth: cuaca stabil,High: ★★★★☆,91.05,6.88,0.66,13,"PLTS di Lake Lisaview, akses mudah",Low: ★,3.8,4.1,5.1,Ericastad: pertumbuhan stabil,High: 💵💵💵💵
PLTB-SULS-565,50412,22148,50,Carterland: risiko sedang,High: ★★★★★,223.9,13.46,0.61,54,"PLTB di Kleinville, akses mudah",High: ★☆,5.1,3.5,4.8,East Joshuabury: ekonomi agro,Medium: 💵💵💵
PLTB-JABW-566,73246,17931,52,South Brianport: radiasi matahari tinggi,Medium: ★★☆☆☆,154.23,10.14,0.42,59,"PLTB di East Scottport, biaya logistik tinggi",Medium: ★★★★☆☆,4.4,3.3,4.8,Cynthiaborough: ekonomi agro,High: 💵💵💵💵
PLTA-SUMUT-567,48848,16616,58,"Tapanuli: banjir musiman, debit air stabil",Medium: ★★☆☆☆,93.91,6.07,0.61,14,"PLTA di Fuenteshaven, tantangan lahan",Low: ★★★★☆☆☆☆,5.8,4.3,5.4,East Jesse: industri kuat,High: 💵💵💵💵
PLTB-SULS-568,50781,19600,48,Lake Matthew: risiko sedang,High: ★★★★☆,98.5,7.97,0.49,16,"PLTB di Leonardfurt, tantangan lahan",Low: ★,5.1,3.8,5.6,South Daniel: ekonomi agro,Low: 💵💵
PLTB-JABW-569,49601,12383,42,Jeremymouth: cuaca stabil,High: ★★★★★,175.97,19.97,0.54,19,"PLTB di East Deborah, biaya logistik tinggi",Medium: ★★☆☆,3.7,4.4,5,Aguilartown: pertumbuhan stabil,High: 💵💵💵💵
PLTS-JATENG-570,68457,23711,34,Odomton: debit air kuat,Medium: ★★★☆☆,184.46,12.23,0.57,35,"PLTS di Escobarton, biaya logistik tinggi",High: ★★★★☆☆☆☆,5,4.1,5.1,Melodyburgh: industri kuat,Low: 💵💵
PLTA-GORONT-571,54360,21375,50,Port John: radiasi matahari tinggi,High: ★★★★☆,172.68,8.35,0.61,35,"PLTA di Sandovalside, biaya logistik tinggi",Medium: ★☆,5.4,4.4,5.2,Lake Jamieport: pertumbuhan stabil,Medium: 💵💵💵
PLTM-SULU-572,30386,10277,60,Monicastad: risiko sedang,Medium: ★★★☆☆,201.69,14.49,0.69,34,"PLTM di South Allen, akses mudah",Low: ★★★☆,5.1,3.9,4.8,Rogerville: ekonomi agro,High: 💵💵💵💵
PLTB-JATIM-573,57466,19302,79,Scottberg: risiko sedang,Medium: ★★☆☆☆,107.39,9.7,0.55,22,"PLTB di Thompsonshire, biaya logistik tinggi",Low: ★★★★★☆☆,4.3,4,5,East Juanland: industri kuat,Medium: 💵💵💵
PLTB-KALTIM-574,79181,17263,28,Glennland: cuaca stabil,Low: ★☆☆☆☆,163.65,6.3,0.59,13,"PLTB di Smithbury, permintaan pasar tinggi",Low: ★★★★★☆,5,4.4,5.7,Summersville: pertumbuhan stabil,Medium: 💵💵💵
PLTM-SULTRA-575,31475,11548,47,East Ronald: risiko sedang,High: ★★★★★,93.6,8.07,0.47,12,"PLTM di Dixonchester, akses mudah",Medium: ★★★★★☆☆☆☆,4.7,3.5,4.7,Vanceside: pariwisata berkembang,High: 💵💵💵💵
PLTM-ACHD-576,47610,8095,36,New Benjamin: cuaca stabil,Medium: ★★☆☆☆,143.76,11.55,0.62,13,"PLTM di Diazhaven, permintaan pasar tinggi",Low: ★★★★★☆☆☆☆,4.6,3.9,5,Kristimouth: pertumbuhan stabil,Medium: 💵💵💵
PLTS-KALB-577,90606,15224,31,Port Michael: debit air kuat,Medium: ★★★☆☆,160.69,9.91,0.77,49,"PLTS di Kirbyfort, akses mudah",Medium: ★★★☆,4.5,4,5.2,Port Blake: pertumbuhan stabil,High: 💵💵💵💵💵
PLTS-BALI-578,66130,15767,30,East Alexander: risiko sedang,Medium: ★★★☆☆,201.47,14.76,0.52,60,"PLTS di Territown, akses mudah",Medium: ★☆☆☆☆,5.7,3.8,4.6,Garzatown: pertumbuhan stabil,High: 💵💵💵💵
PLTM-JABW-579,36046,14312,78,Williamton: debit air kuat,Medium: ★★☆☆☆,191.36,19.75,0.55,33,"PLTM di Rogersfurt, akses mudah",High: ★☆☆☆,4.2,4,5,Port Antonio: pariwisata berkembang,Medium: 💵💵💵
PLTB-KALB-580,39214,17298,50,New Cody: risiko sedang,Low: ★☆☆☆☆,168.02,15.14,0.63,41,"PLTB di East Jasminestad, biaya logistik tinggi",Low: ★★★★★☆☆,4.6,3.7,4.3,Brooksview: pertumbuhan stabil,Low: 💵💵
PLTB-DIY-581,67847,18053,41,Lake Carlashire: risiko sedang,Medium: ★★☆☆☆,103.56,14.37,0.49,50,"PLTB di Lake Amandaberg, permintaan pasar tinggi",Low: ★★★★★☆☆☆☆,4.7,4.2,5.4,North Johnport: pariwisata berkembang,Medium: 💵💵💵
PLTM-MALUKU-582,41705,17422,60,Markbury: debit air kuat,High: ★★★★☆,97.2,7.28,0.63,15,"PLTM di Brycehaven, permintaan pasar tinggi",High: ★★☆☆☆,6.7,3.3,4.7,Andrewborough: ekonomi agro,Medium: 💵💵💵
PLTS-KALB-583,77698,29189,33,Goodmouth: radiasi matahari tinggi,High: ★★★★★,107.88,10.25,0.67,44,"PLTS di Tracymouth, akses mudah",High: ★★☆☆,5.8,4,4.8,South Jessica: pariwisata berkembang,High: 💵💵💵💵
PLTM-SUMUT-584,24088,14458,59,"Tapanuli: banjir musiman, debit air stabil",High: ★★★★☆,101.71,7.04,0.55,53,"PLTM di Huffmanmouth, tantangan lahan",High: ★☆☆☆☆,3.8,3.6,4.3,Lake Mary: pariwisata berkembang,Medium: 💵💵💵
PLTA-JABAR-585,45875,15045,20,Bushfort: risiko sedang,Medium: ★★★☆☆,251.13,26.38,0.52,31,"PLTA di New Perry, tantangan lahan",Low: ★★★★★☆☆☆,5.2,4.2,5.6,South Davidburgh: pertumbuhan stabil,Low: 💵💵
PLTS-PAPU-586,62720,30460,29,Hernandezmouth: debit air kuat,Medium: ★★★☆☆,83.21,7.86,0.73,14,"PLTS di New Marie, akses mudah",Medium: ★★★★☆☆☆,7.1,3.4,4.6,Perryborough: pariwisata berkembang,High: 💵💵💵💵
PLTM-BALI-587,32131,14350,40,Calvinshire: cuaca stabil,Medium: ★★★☆☆,86.86,5.6,0.61,16,"PLTM di North Jeremiah, akses mudah",Medium: ★★☆☆☆☆,4.5,4.3,5.6,East Davidmouth: pariwisata berkembang,High: 💵💵💵💵💵
PLTB-KALTIM-588,55995,24475,51,South Cynthia: cuaca stabil,High: ★★★★★,89.16,9.56,0.54,19,"PLTB di North Carolinebury, akses mudah",Medium: ★★☆,5.7,4.8,5.9,Lake Joshua: pariwisata berkembang,Medium: 💵💵💵
PLTA-NTB-589,35038,14327,64,Diazstad: radiasi matahari tinggi,Medium: ★★☆☆☆,141.54,11.55,0.68,18,"PLTA di Marcbury, biaya logistik tinggi",Low: ★★★★☆,5.6,4.1,5,Grahamside: pertumbuhan stabil,Medium: 💵💵💵
PLTM-DIY-590,32811,14573,60,New Edward: radiasi matahari tinggi,Medium: ★★☆☆☆,137.13,13.94,0.59,28,"PLTM di Justinshire, akses mudah",High: ★★☆☆☆☆,4.3,3.6,4.3,Port Jessicaland: industri kuat,High: 💵💵💵💵
PLTB-DIY-591,47275,22934,32,North Mathew: risiko sedang,Medium: ★★★☆☆,159.42,10.66,0.57,39,"PLTB di Wardburgh, permintaan pasar tinggi",High: ★★☆☆☆,3.8,3.9,4.8,Leemouth: pertumbuhan stabil,High: 💵💵💵💵
PLTB-BALI-592,55402,18893,27,Lake Williamberg: risiko sedang,High: ★★★★★,204.21,17.2,0.62,47,"PLTB di North Robert, akses mudah",Low: ★☆,5,3.7,4.8,Nicholasfort: pertumbuhan stabil,Medium: 💵💵💵
PLTS-KALSEL-593,82133,16265,29,Thomasshire: debit air kuat,Medium: ★★★☆☆,137.25,11.68,0.72,40,"PLTS di Shawnburgh, biaya logistik tinggi",Low: ★★★★★☆☆☆☆,4.4,3.8,4.6,New Jason: pariwisata berkembang,Medium: 💵💵💵
PLTM-DIY-594,29389,10958,62,New Darlene: risiko sedang,Medium: ★★★☆☆,97.31,8.62,0.43,25,"PLTM di Cunninghamside, biaya logistik tinggi",Medium: ★★☆,4.6,3.8,5.3,South Nicholasville: pertumbuhan stabil,Medium: 💵💵💵
PLTS-GORONT-595,70877,13993,15,East Jennifer: debit air kuat,Medium: ★★★☆☆,151.7,14,0.64,18,"PLTS di Port Jennifer, tantangan lahan",Medium: ★★★★☆☆☆☆,5.1,4.6,5.4,West Yvette: industri kuat,High: 💵💵💵💵
PLTB-JATIM-596,58949,11471,31,Port Maryland: radiasi matahari tinggi,Medium: ★★★☆☆,59.65,4.44,0.6,28,"PLTB di Port Nicole, tantangan lahan",High: ★★★★★,5.1,4,4.7,Port Danielhaven: ekonomi agro,High: 💵💵💵💵
PLTS-NTB-597,72146,17512,48,Mitchellland: radiasi matahari tinggi,High: ★★★★☆,134.82,9.47,0.76,13,"PLTS di Salinasmouth, permintaan pasar tinggi",Medium: ★★★★,4,3.4,4.1,Deannabury: pertumbuhan stabil,Low: 💵💵
PLTA-SUMUT-598,49321,19726,56,"Tapanuli: banjir musiman, debit air stabil",Medium: ★★☆☆☆,278.6,9.75,0.66,45,"PLTA di South Jacob, biaya logistik tinggi",Medium: ★★,4.6,3.7,4.5,Lake Anthonyborough: industri kuat,Low: 💵💵
PLTB-KALB-599,40912,24738,57,East Lori: risiko sedang,High: ★★★★☆,151.16,16.18,0.45,58,"PLTB di Fullerville, akses mudah",Medium: ★★★★★☆,3.9,2.9,3.7,Josephchester: ekonomi agro,Medium: 💵💵💵
PLTS-JABW-600,77425,25514,36,Brandychester: cuaca stabil,Medium: ★★★☆☆,79.45,7.63,0.62,38,"PLTS di Micheleville, tantangan lahan",High: ★★★★★☆☆,5.6,3.1,4.2,Smithfort: pertumbuhan stabil,Medium: 💵💵💵
PLTA-BANTEN-601,38122,16410,53,South Miguelfurt: cuaca stabil,Medium: ★★☆☆☆,154.55,9.73,0.6,39,"PLTA di New Jenniferbury, biaya logistik tinggi",Low: ★★★☆☆☆☆,3.8,4.6,5.5,Port Ryan: pertumbuhan stabil,Medium: 💵💵💵
PLTM-KALB-602,42829,10420,49,Lake Brooke: radiasi matahari tinggi,Medium: ★★☆☆☆,111.79,10.9,0.53,19,"PLTM di West Michelle, tantangan lahan",High: ★☆☆,5.5,3.8,4.2,Lake Laura: industri kuat,High: 💵💵💵💵💵
PLTM-DIY-603,31007,8462,55,North Jasmine: debit air kuat,Medium: ★★★☆☆,90.48,8.91,0.59,38,"PLTM di Stephenville, biaya logistik tinggi",Low: ★★,4.9,4.3,5.6,Burnettview: ekonomi agro,Medium: 💵💵💵
PLTB-BALI-604,49799,14915,18,Port Jesseville: radiasi matahari tinggi,High: ★★★★☆,115.7,7.83,0.61,60,"PLTB di South Andrew, permintaan pasar tinggi",High: ★★★★★,4.7,4.3,5.1,Andrewtown: pariwisata berkembang,High: 💵💵💵💵
PLTB-BANTEN-605,49429,22735,50,Johnsonville: radiasi matahari tinggi,Medium: ★★★☆☆,147,9.99,0.54,60,"PLTB di East Rebeccaberg, permintaan pasar tinggi",Low: ★★★★☆☆,4.3,3.7,4.9,Foxfort: industri kuat,High: 💵💵💵💵
